groupement_siren,adhesion_siren
200066009,256802406
200066009,256802646
200066009,256802752
200066009,930054283
200066009,930054291
200066009,930924139
200066017,200013266
200066017,200045037
200066017,200051001
200066017,252703863
200066025,200011435
200066025,200040608
200066025,200073963
200066025,200080216
200066025,200090546
200066025,256701152
200066025,256800020
200066025,256800186
200066025,256800202
200066025,256801044
200066025,256801697
200066025,256801952
200066025,256802182
200066025,256802539
200066025,256802547
200066025,256802844
200066025,256803149
200066033,200011435
200066033,200052173
200066033,256801531
200066033,256802406
200066033,256802547
200066041,200011435
200066041,200052173
200066041,246800254
200066041,256801044
200066041,256801531
200066041,256802406
200066041,256802547
200066041,930054283
200066041,940280860
200066058,200011435
200066058,200030765
200066058,200076206
200066058,200090074
200066058,246800254
200066058,256801044
200066058,256802091
200066058,256802679
200066066,255003592
200066108,200049906
200066108,200055614
200066108,200073005
200066108,200092633
200066108,200097020
200066108,200100469
200066108,255201832
200066116,200026003
200066116,200046647
200066116,200076131
200066116,200088961
200066116,250802295
200066116,255102550
200066116,255502395
200066116,255502510
200066124,200002517
200066124,200008167
200066124,200073799
200066124,200074037
200066124,200074045
200066124,200075711
200066124,200084507
200066124,200090587
200066124,200091692
200066124,200096691
200066124,200100568
200066124,258100783
200066124,258101823
200066124,258101963
200066124,258102169
200066124,258102441
200066132,200018927
200066132,200046647
200066132,200083590
200066132,200088961
200066132,250802295
200066132,255502262
200066140,200026003
200066140,200046647
200066140,200050946
200066140,200076131
200066140,200087633
200066140,200087641
200066140,250802295
200066140,255102550
200066140,255501991
200066140,255502510
200066157,200036887
200066165,200026003
200066165,200036861
200066165,200046647
200066165,200050524
200066165,200076131
200066165,200088961
200066165,250802295
200066165,255502395
200066173,200032738
200066173,200046647
200066173,200087682
200066173,200088961
200066173,255502189
200066173,255502262
200066223,200049898
200066223,200051076
200066223,240900399
200066223,250900180
200066223,250901873
200066223,250901881
200066223,253103196
200066231,200005593
200066231,200024875
200066231,200051076
200066231,200069219
200066231,200073864
200066231,240900399
200066231,250900149
200066231,250900180
200066231,250901873
200066231,253101927
200066280,200073831
200066280,200074110
200066280,200074268
200066280,200079903
200066280,254500739
200066280,254502636
200066280,259101194
200066280,259102242
200066298,200025278
200066322,200002517
200066322,200060523
200066322,200061257
200066322,200090694
200066322,258200013
200066322,258200443
200066322,258200658
200066322,258200674
200066322,258200856
200066322,258201029
200066322,258201292
200066322,258201375
200066322,258201391
200066330,200041481
200066330,200078459
200066330,200078491
200066330,200079036
200066330,200087849
200066330,200091247
200066330,200095024
200066330,200095032
200066330,200095123
200066330,241800549
200066330,251801445
200066330,251802336
200066330,251803060
200066330,251887808
200066348,200073468
200066348,251101549
200066348,253401459
200066348,253401632
200066348,253401699
200066348,253401715
200066348,253403109
200066348,253403141
200066348,253403554
200066348,258101963
200066348,258102169
200066355,200009884
200066355,200019503
200066355,200020535
200066355,253400659
200066355,253401699
200066355,253401855
200066355,253402143
200066355,253403281
200066355,253403430
200066355,253403539
200066363,200005593
200066363,200051076
200066363,200069219
200066363,200073864
200066363,200096352
200066363,240900399
200066363,250900149
200066363,250900180
200066363,250901212
200066363,250901857
200066363,250901881
200066363,251101671
200066363,989644174
200066371,200052397
200066371,200062263
200066371,200090827
200066371,200092138
200066371,251903175
200066371,254600265
200066371,254601065
200066371,254601180
200066371,254601404
200066371,254603392
200066371,254603475
200066371,254603509
200066371,453372997
200066389,200033462
200066389,200046373
200066389,200046837
200066389,200047538
200066389,200051365
200066389,200052611
200066389,200062446
200066389,200099760
200066389,251405460
200066389,255002073
200066389,255002552
200066389,255003063
200066389,255003550
200066389,255003592
200066405,200045037
200066405,200072866
200066405,200087252
200066405,200092492
200066405,200094365
200066405,252703863
200066405,257602847
200066413,200045037
200066413,200052488
200066413,200087252
200066413,200092310
200066413,252701883
200066413,252703863
200066462,200012300
200066462,200045037
200066462,200058816
200066462,200087252
200066462,252702402
200066462,252703111
200066462,252704531
200066462,252801741
200066512,200024743
200066512,200035392
200066512,258700251
200066512,258701416
200066512,258704121
200066512,258708585
200066512,258728526
200066512,258728658
200066520,200024743
200066520,200051712
200066520,200091650
200066520,258700251
200066520,258708585
200066520,258728534
200066520,258728658
200066553,200052660
200066553,200055523
200066553,200091072
200066553,251200861
200066553,253401699
200066553,253401715
200066553,253402085
200066553,253403109
200066553,253403141
200066553,253403216
200066553,258100072
200066553,258100544
200066553,258100932
200066553,258101625
200066553,258101963
200066553,258102169
200066561,200052660
200066561,258101963
200066561,258102169
200066587,200000677
200066587,200006997
200066587,200017424
200066587,200038370
200066587,200080695
200066587,200080711
200066587,200095230
200066587,254202278
200066603,200009538
200066603,200010072
200066603,200074870
200066603,251903100
200066603,251928776
200066603,258728658
200066637,200001337
200066637,200043651
200066637,200093995
200066637,200099547
200066637,251500948
200066637,251503215
200066637,256300237
200066645,200044980
200066645,200074870
200066645,200078947
200066645,251900130
200066652,200002517
200066652,200008167
200066652,200060523
200066652,200061257
200066652,200090694
200066652,258201417
200066660,200001337
200066660,200043651
200066660,200048692
200066660,200093995
200066660,200099547
200066660,251201752
200066660,251502944
200066660,251503215
200066660,254800550
200066660,256300237
200066678,200009314
200066678,200015774
200066678,200038149
200066678,200092138
200066678,200096717
200066678,251500823
200066678,254800592
200066710,200045938
200066710,200051183
200066710,200053197
200066710,200096568
200066710,200099760
200066710,251400917
200066710,251402681
200066710,251402756
200066710,251405239
200066728,200045938
200066728,200051183
200066728,200088094
200066728,200088177
200066728,200088185
200066728,200099760
200066728,251402681
200066728,251402756
200066728,251405015
200066744,200017119
200066744,200044980
200066744,200060259
200066744,200078947
200066744,200081735
200066744,251900130
200066744,251902821
200066744,251907309
200066744,251927539
200066744,252306907
200066744,252309646
200066744,252322409
200066744,252326103
200066751,200044980
200066751,200074938
200066751,200092138
200066751,241900125
200066751,258728658
200066769,200074938
200066769,241900125
200066769,251900106
200066769,251900197
200066769,251903100
200066769,258728658
200066777,200026243
200066777,200050193
200066777,200091130
200066777,200093664
200066777,253500995
200066777,253514491
200066777,254401243
200066777,255601072
200066777,255601106
200066777,255601908
200066777,990147522
200066785,200026243
200066785,200050193
200066785,200091130
200066785,253500995
200066785,253502322
200066785,253514491
200066785,254401243
200066785,255600496
200066785,255601072
200066785,255601106
200066785,255601908
200066785,990147522
200066793,200012102
200066793,200026169
200066793,200075422
200066793,200081073
200066793,200083756
200066793,247400013
200066793,257302141
200066793,257302208
200066793,257400085
200066793,257400127
200066793,257400762
200066793,257401349
200066793,257402644
200066793,989160122
200066801,200095081
200066801,200099760
200066801,251401345
200066801,251402723
200066801,251405304
200066801,255002552
200066801,256103177
200066801,991790536
200066819,200048700
200066819,200049898
200066819,200062628
200066819,200078749
200066819,200079572
200066819,250901675
200066819,253100622
200066819,253101927
200066819,253102172
200066819,253103196
200066827,200045037
200066827,200051001
200066827,200052488
200066827,200072866
200066827,200092492
200066827,200099760
200066827,251404372
200066827,251405213
200066827,252703863
200066827,257602847
200066827,257604405
200066835,200061406
200066835,200062107
200066835,200077915
200066835,200078038
200066835,200082097
200066835,200089597
200066835,255101503
200066835,255102592
200066850,200064392
200066850,200078038
200066850,200089548
200066850,200089597
200066850,200092534
200066850,255100067
200066850,255100075
200066850,255101503
200066850,255102196
200066850,255102352
200066850,255102592
200066868,200014793
200066868,200030864
200066868,200033736
200066868,252901053
200066868,252901434
200066868,252901996
200066868,252902598
200066868,253514491
200066868,928486513
200066868,990147522
200066868,999052210
200066876,200075497
200066876,200089548
200066876,255100067
200066876,255100075
200066876,255101917
200066876,255102022
200066876,255102188
200066876,255102592
200066876,255102725
200066876,255102733
200066884,200008167
200066884,200049690
200066884,200053353
200066884,200061257
200066884,200090587
200066884,200103166
200066884,258102441
200066884,258201367
200066892,200062107
200066892,200076990
200066892,200077006
200066892,251002085
200066892,251002481
200066892,251002515
200066892,255200289
200066918,200003325
200066918,200013365
200066918,200037877
200066918,200050631
200066918,200050649
200066918,200051217
200066918,200091155
200066918,200091197
200066918,200091783
200066918,253002224
200066918,253002349
200066918,253002406
200066918,253002539
200066918,253002711
200066918,253002950
200066918,253003024
200066918,253003065
200066918,253003115
200066918,253003370
200066918,254800014
200066926,200027340
200066926,200043180
200066926,200051480
200066926,200052439
200066926,200060531
200066926,200090694
200066926,200093037
200066926,200093920
200066926,200093961
200066926,200094035
200066926,200097061
200066926,253200174
200066926,253200356
200066926,253201024
200066926,253201065
200066926,253201842
200066926,253201891
200066926,938539988
200066959,200077832
200066959,259101558
200066975,200024206
200066975,200038875
200066975,200067619
200066975,200076131
200066975,200079770
200066975,200080257
200066975,200101111
200066975,943729442
200066975,993865203
200067023,200013209
200067023,200033462
200067023,200051365
200067023,200052488
200067023,200078525
200067023,200099760
200067023,255001638
200067023,255001653
200067023,255001737
200067023,255001745
200067023,255002073
200067023,255002552
200067023,255002826
200067023,255003063
200067023,255003576
200067023,255003592
200067031,200009116
200067031,200013209
200067031,200051365
200067031,200078525
200067031,200099760
200067031,255001737
200067031,255001745
200067031,255002552
200067031,255003063
200067031,255003576
200067031,255003592
200067049,200009827
200067064,200009314
200067064,200050565
200067064,200052090
200067064,200058022
200067064,200068633
200067064,251200861
200067064,251201588
200067064,939831798
200067072,200030856
200067072,200072973
200067072,252900972
200067072,252902374
200067072,252902598
200067072,253514491
200067072,990147522
200067080,200007573
200067080,200042356
200067080,200050904
200067080,200060861
200067080,200076727
200067080,200079119
200067080,200080323
200067080,200087294
200067080,252106620
200067080,258902311
200067080,258902576
200067106,200003176
200067106,200008571
200067106,200036663
200067106,200042836
200067106,200045391
200067106,200081263
200067106,200084093
200067106,200086056
200067106,200103570
200067106,246401830
200067106,254000490
200067106,256400276
200067106,256400490
200067106,256401290
200067106,256401555
200067106,256401605
200067106,256401621
200067106,256401639
200067106,256401647
200067106,256402710
200067106,256402728
200067106,256403940
200067106,256404278
200067106,256404393
200067106,256404641
200067106,256404724
200067106,256502154
200067114,200007219
200067114,200007573
200067114,200050904
200067114,200071330
200067114,200080323
200067114,200080893
200067114,200087294
200067114,258902311
200067114,258902576
200067122,200002517
200067122,200060523
200067122,200061257
200067122,200103166
200067122,258200443
200067122,258200856
200067122,258201375
200067122,258201391
200067130,200002400
200067130,200007573
200067130,200076727
200067130,200079119
200067130,200087005
200067130,200087294
200067155,200051381
200067155,200052090
200067155,200080083
200067155,200080547
200067155,200091072
200067155,200093110
200067155,251200754
200067155,251200861
200067155,251201299
200067155,251201349
200067155,251201588
200067163,200051381
200067163,200052090
200067163,200080083
200067163,200091072
200067163,251200754
200067163,251200861
200067163,251200986
200067163,251201349
200067163,251201588
200067171,200048692
200067171,200052090
200067171,200068633
200067171,200088169
200067171,251200861
200067171,251200978
200067171,251200986
200067171,251201489
200067171,251201752
200067171,254800592
200067189,200002434
200067189,200017119
200067189,251900130
200067189,252306147
200067189,252309646
200067189,252316518
200067189,252326061
200067189,252326079
200067189,258728658
200067189,995084845
200067197,200014793
200067197,200038347
200067197,200073971
200067197,252901053
200067197,252901368
200067197,252901665
200067197,252902598
200067197,253514491
200067197,928486513
200067197,999052210
200067205,200006096
200067205,200051365
200067205,200052488
200067205,200060762
200067205,200097541
200067205,200099760
200067205,255000358
200067205,255001141
200067205,255001737
200067205,255001745
200067205,255002552
200067205,255003444
200067205,255003477
200067205,255003592
200067213,200025302
200067213,200029239
200067213,200046423
200067213,200076073
200067213,200089548
200067213,200090132
200067213,200092534
200067213,255100067
200067213,255100075
200067213,255100083
200067213,255100984
200067213,255102592
200067239,200007185
200067239,200014462
200067239,200020295
200067239,200021780
200067239,200044238
200067239,200045201
200067239,200045631
200067239,200077618
200067239,200078103
200067239,200079051
200067239,200081263
200067239,200087328
200067239,200088722
200067239,200096725
200067239,254000466
200067239,254002264
200067239,256402439
200067239,256404393
200067239,256404542
200067247,200014793
200067247,200030864
200067247,200033736
200067247,242900538
200067247,252901053
200067247,252901434
200067247,252901996
200067247,252902440
200067247,252902598
200067247,253514491
200067247,990147522
200067254,200007185
200067254,200014462
200067254,200024883
200067254,200030641
200067254,200077618
200067254,200079051
200067254,200080943
200067254,200081263
200067254,200081396
200067254,200082519
200067254,200087492
200067254,200088722
200067254,200092146
200067254,200095529
200067254,256403858
200067254,256404351
200067254,256404393
200067254,256404484
200067262,200007185
200067262,200030641
200067262,200032332
200067262,200079051
200067262,200081263
200067262,200081503
200067262,254002264
200067262,256402645
200067262,256404336
200067262,256404393
200067262,256404484
200067288,200007185
200067288,200030641
200067288,200032332
200067288,200036705
200067288,200045391
200067288,200079051
200067288,200081263
200067288,200081503
200067288,254002264
200067288,256404393
200067288,256404641
200067296,200007185
200067296,200014462
200067296,200020295
200067296,200021780
200067296,200030641
200067296,200044238
200067296,200045201
200067296,200075430
200067296,200077618
200067296,200079051
200067296,200081263
200067296,200081396
200067296,200087328
200067296,200088722
200067296,254002264
200067296,256404393
200067296,256404542
200067304,200050904
200067304,200060861
200067304,200076727
200067304,200080323
200067304,200087294
200067304,258902550
200067304,941858987
200067320,250501129
200067320,250501343
200067320,258402304
200067346,200003317
200067346,200014926
200067346,200055127
200067346,200060838
200067346,200088771
200067346,200091007
200067346,254401094
200067346,254401409
200067346,254402498
200067346,254402530
200067361,200009314
200067361,200052090
200067361,200052397
200067361,200062263
200067361,200090223
200067361,200090827
200067361,200091627
200067361,200092138
200067361,251200861
200067361,251201448
200067361,254601065
200067361,254601180
200067361,254603392
200067361,254603491
200067361,453372997
200067379,200035673
200067379,200061083
200067379,200089548
200067379,200100469
200067379,255100018
200067379,255101214
200067379,255101289
200067379,255101586
200067379,255101628
200067379,255102493
200067429,200002400
200067429,200051548
200067429,200079119
200067429,255800617
200067429,255801185
200067429,258902576
200067437,250400033
200067437,250400611
200067437,250400868
200067437,250401023
200067437,250401072
200067437,250401221
200067437,258402304
200067445,200059368
200067445,250501152
200067445,250501210
200067445,250501236
200067445,250501285
200067445,250501343
200067452,200052801
200067452,250500600
200067452,250500790
200067452,250500998
200067460,200011591
200067460,200016103
200067460,200026243
200067460,200043677
200067460,200046175
200067460,242200202
200067460,252203468
200067460,252203518
200067460,253500995
200067460,253514491
200067478,200050573
200067478,200052090
200067478,200068526
200067478,251200861
200067478,251200978
200067478,251200986
200067478,251201430
200067478,251201646
200067478,254800592
200067486,200022010
200067486,200027118
200067486,200044717
200067486,200052058
200067486,200063840
200067486,200077477
200067486,200077543
200067486,200083087
200067486,255704074
200067486,255704900
200067494,252202122
200067494,252202189
200067502,200007672
200067502,200025286
200067502,200052058
200067502,200077477
200067502,200080182
200067502,200090033
200067502,200090066
200067502,200091486
200067502,200091510
200067502,200091536
200067502,200091551
200067502,200091593
200067502,200097012
200067502,200097178
200067502,255704074
200067502,255704751
200067502,255704900
200067502,255705170
200067502,256701152
200067544,200017119
200067544,200080653
200067544,200080927
200067544,200103091
200067544,200103109
200067544,200103117
200067544,200103125
200067544,252309315
200067544,252309646
200067544,252326079
200067544,252326087
200067544,258728658
200067544,995084845
200067551,200006450
200067551,200024016
200067551,200074383
200067551,200075083
200067551,200075372
200067551,257400978
200067551,257401463
200067551,257401943
200067551,257402529
200067551,257402560
200067551,989160122
200067593,200014496
200067593,200017119
200067593,200080653
200067593,200080927
200067593,242301307
200067593,251900130
200067593,252306147
200067593,252309315
200067593,252309646
200067593,252326079
200067593,258728658
200067593,995084845
200067627,200041036
200067627,200043842
200067627,200048171
200067627,256300146
200067627,256300161
200067627,256300187
200067627,256301243
200067627,256303520
200067635,200003317
200067635,200014926
200067635,200020311
200067635,200034080
200067635,200055127
200067635,200073948
200067635,200078913
200067635,200093268
200067635,254401771
200067635,254402712
200067635,254902562
200067643,200009637
200067643,200028629
200067643,200051134
200067643,200051779
200067643,200090850
200067643,200098317
200067643,255401499
200067643,255403495
200067643,255403685
200067650,200007680
200067650,200040079
200067650,200052058
200067650,200077477
200067650,200090066
200067650,255704074
200067650,255704876
200067650,255704900
200067650,941906547
200067668,200029668
200067668,200044451
200067668,200073831
200067668,200074110
200067668,200083319
200067668,200085777
200067668,200086643
200067668,200087005
200067668,254502164
200067668,254502776
200067668,999421605
200067668,999902398
200067676,200029668
200067676,200044451
200067676,200073831
200067676,200074110
200067676,200083319
200067676,200086643
200067676,200087005
200067676,254500226
200067676,254501620
200067676,254502164
200067676,254502776
200067684,200045292
200067684,200064392
200067684,200078038
200067684,200089548
200067684,200089597
200067684,200090819
200067684,200092534
200067684,255100075
200067684,255102022
200067684,255102261
200067684,255102352
200067684,255102592
200067692,200002400
200067692,200051548
200067692,200079119
200067692,252106620
200067692,255800617
200067692,255801185
200067692,255804940
200067692,258902576
200067700,200002400
200067700,200051555
200067700,250300217
200067700,255800617
200067700,255801185
200067700,255801441
200067700,255801466
200067700,255801698
200067700,258902576
200067742,200080364
200067742,250500998
200067742,250501129
200067759,200018539
200067759,200023687
200067759,200088730
200067759,250800489
200067759,250801974
200067759,250802014
200067759,250802246
200067759,250802295
200067767,200008027
200067767,252600192
200067767,252601828
200067767,253805105
200067783,200013019
200067783,200029858
200067783,200052546
200067783,200074953
200067783,256700691
200067783,256701152
200067783,256701301
200067783,256703067
200067791,200005593
200067791,200024875
200067791,200049898
200067791,200051076
200067791,200069219
200067791,200073864
200067791,200092468
200067791,240900399
200067791,250900149
200067791,250900180
200067791,250901212
200067791,250901873
200067791,250901881
200067791,253103196
200067817,200010890
200067817,200013340
200067817,200089720
200067817,200095990
200067817,256900705
200067817,256910472
200067817,256910498
200067817,257103218
200067825,250501285
200067825,250501343
200067825,258402304
200067833,251200861
200067841,200029858
200067841,200052546
200067841,200074953
200067841,255704900
200067841,256700691
200067841,256701152
200067841,256703067
200067866,200014926
200067866,200020311
200067866,200034080
200067866,200044386
200067866,200055127
200067866,200078913
200067866,254401771
200067866,254402712
200067866,254502008
200067866,254902562
200067874,200030765
200067874,200052546
200067874,200084986
200067874,200086080
200067874,256700691
200067874,256701152
200067874,256701871
200067874,256703075
200067882,200002400
200067882,200051548
200067882,252106620
200067882,255800617
200067882,255800682
200067882,255801185
200067882,258902576
200067890,200002400
200067890,200051548
200067890,252106620
200067890,255801185
200067908,200002400
200067908,200051548
200067908,200097269
200067908,255800617
200067908,255800682
200067908,255800823
200067908,255801185
200067908,255801698
200067908,255804973
200067908,258902576
200067916,200002400
200067916,200051555
200067924,200024172
200067924,200052546
200067924,256701152
200067924,256702705
200067924,256702788
200067924,256702812
200067924,256702945
200067924,256702960
200067924,256703109
200067932,200005817
200067932,200049708
200067932,200098820
200067932,253514491
200067932,254401243
200067932,255601072
200067932,255601106
200067932,255613374
200067932,990147522
200067940,200005593
200067940,200049898
200067940,200068898
200067940,200080075
200067940,250900180
200067940,250901212
200067940,250901527
200067940,250901675
200067940,250901873
200067940,250901881
200067940,253102172
200067940,989644174
200067957,200007680
200067957,200052058
200067957,200077477
200067957,200077907
200067957,200078798
200067957,200080182
200067957,200083087
200067957,200091478
200067965,200006039
200067965,200014454
200067965,200024206
200067965,200038875
200067965,200067619
200067965,200076131
200067965,200078772
200067965,200079770
200067965,200080125
200067965,200087872
200067965,200092823
200067973,200005163
200067973,200006039
200067973,200020402
200067973,200038875
200067973,200067619
200067973,200080257
200067973,200080836
200067973,200089340
200067973,200093094
200067973,200093680
200067973,200099653
200067981,200015709
200067981,200017382
200067981,200044766
200067981,200044774
200067981,200046175
200067981,200048981
200067981,200050698
200067981,200076511
200067981,200086841
200067981,200090124
200067981,200097095
200067981,252200100
200067981,252201900
200067981,252202106
200067981,252202189
200067981,252203161
200067981,252203609
200067981,253514491
200067981,990147522
200067999,200005445
200067999,200006039
200067999,200038875
200067999,200045177
200067999,200067619
200067999,200075125
200067999,200078772
200067999,200080836
200067999,200080950
200067999,200081586
200067999,200088334
200067999,200088359
200067999,200088383
200067999,200093086
200067999,200093094
200067999,200093516
200067999,200093524
200067999,200093532
200067999,200093540
200067999,993881135
200068005,200006039
200068005,200038875
200068005,200067619
200068005,200075125
200068005,200080836
200068005,200081255
200068005,200088383
200068005,200093094
200068005,258004688
200068047,200006039
200068047,200009918
200068047,200036747
200068047,200037679
200068047,200067619
200068047,200075125
200068047,200076131
200068047,200078772
200068047,200079770
200068047,200080836
200068047,200093094
200068047,200099653
200068070,200037729
200068070,200087591
200068070,252507090
200068070,252508247
200068070,252508288
200068088,200002400
200068088,200051555
200068088,200079119
200068088,200099190
200068088,251801817
200068088,255800823
200068088,255801185
200068088,255801698
200068096,250501285
200068096,250501343
200068104,200008258
200068104,200031623
200068104,200033702
200068104,200046795
200068104,200046852
200068104,200047611
200068104,200088474
200068104,200089167
200068104,258302637
200068104,258302744
200068112,200024867
200068112,200052546
200068112,200074953
200068112,256700691
200068112,256701152
200068112,256701301
200068112,256702937
200068112,256703042
200068112,256703067
200068120,200019073
200068120,200030864
200068120,200076248
200068120,252901434
200068120,252901996
200068120,252902440
200068120,252902598
200068120,252902622
200068120,253514491
200068120,990147522
200068146,200021863
200068146,200049989
200068146,200052058
200068146,200090033
200068146,200097012
200068146,256701152
200068229,200008027
200068229,200044402
200068229,200059368
200068229,200079846
200068229,200079853
200068229,200087393
200068229,200091718
200068229,250501210
200068229,252600416
200068229,252602552
200068229,258403005
200068278,200073831
200068278,200074110
200068278,200087005
200068278,254501620
200068278,254502115
200068278,254502669
200068294,200034452
200068294,200034544
200068294,200037729
200068294,200049468
200068294,200075166
200068294,200078251
200068294,200080935
200068294,200090942
200068294,200090959
200068294,200090967
200068294,200092625
200068294,200093631
200068294,252500129
200068294,252501416
200068294,252508288
200068294,257001040
200068294,257103218
200068294,939054565
200068369,200028629
200068369,200051175
200068369,200071280
200068369,258800978
200068369,258801901
200068369,258802560
200068369,258803642
200068369,258803691
200068369,258803725
200068377,200051738
200068377,200079226
200068377,200097434
200068377,256802752
200068377,258801422
200068377,258801901
200068435,200017689
200068435,200052538
200068435,252801329
200068435,252855762
200068435,256102153
200068435,256103888
200068435,256104019
200068443,200070704
200068443,200071611
200068443,200091742
200068443,256102229
200068443,256103177
200068443,256103771
200068443,256103896
200068450,200031524
200068450,200036127
200068450,200045110
200068450,200048643
200068450,200051282
200068450,200052488
200068450,200052751
200068450,200099760
200068450,256102047
200068450,256102195
200068450,256102229
200068468,200048643
200068468,200075802
200068468,200087252
200068468,200089084
200068468,200099760
200068468,252702402
200068468,256102096
200068468,256102179
200068484,200017564
200068484,200050573
200068484,200052090
200068484,200068526
200068484,241200708
200068484,251200861
200068484,251200986
200068484,251201349
200068484,251201430
200068484,251201588
200068484,251201745
200068484,254800592
200068500,200017598
200068500,200023505
200068500,200045300
200068500,200046191
200068500,200075489
200068500,200078681
200068500,200080281
200068500,200102036
200068500,255902330
200068500,255902884
200068526,251200861
200068534,200034437
200068534,200034866
200068534,200045060
200068534,200046142
200068534,200046159
200068534,200049617
200068534,200074987
200068534,200075018
200068534,200075034
200068534,200085389
200068534,200086346
200068534,200088284
200068534,200092344
200068534,200092351
200068534,200092369
200068534,200096519
200068534,257603530
200068534,257603894
200068534,257604504
200068534,257604512
200068534,257604579
200068534,257604710
200068534,999173768
200068542,200079200
200068542,200087914
200068542,200090363
200068542,200091791
200068542,200091825
200068542,253800015
200068542,253800312
200068542,253801179
200068542,253804124
200068542,253804819
200068542,253804975
200068559,200051175
200068559,250802295
200068559,258802560
200068567,200079192
200068567,200091791
200068567,253800015
200068567,253800221
200068567,253800312
200068567,253800577
200068567,253801179
200068567,253801377
200068567,253801476
200068567,253801716
200068567,253804025
200068567,253804884
200068567,253804975
200068567,257302422
200068625,200071397
200068625,200102697
200068625,250400611
200068625,250401072
200068625,250401080
200068625,250401221
200068633,251200861
200068641,200023596
200068641,200062628
200068641,200074102
200068641,200076883
200068641,200079572
200068641,253100986
200068641,253101927
200068641,253102388
200068641,253103196
200068658,200055614
200068658,200059491
200068658,200073005
200068658,200080893
200068658,200091312
200068658,200091320
200068658,200091338
200068658,200091346
200068658,200091361
200068658,200091379
200068658,200091403
200068658,255202533
200068666,200060770
200068666,200073005
200068666,200075224
200068666,200085116
200068666,200088482
200068666,200089548
200068666,200092633
200068666,200092690
200068666,200092708
200068666,200092716
200068666,200100469
200068666,255102089
200068666,255200289
200068666,255201402
200068674,200023364
200068674,200075174
200068674,200075422
200068674,200075810
200068674,200081073
200068674,257301721
200068674,257302141
200068674,257302208
200068674,257302216
200068674,257302422
200068674,257400762
200068674,929638906
200068682,200028629
200068682,200051175
200068682,250802295
200068682,258801901
200068682,258802560
200068757,200028629
200068757,200030989
200068757,200048726
200068757,200071280
200068757,200079226
200068757,200093946
200068757,200097434
200068757,258800150
200068757,258801422
200068757,258801901
200068757,258803642
200068757,258803691
200068757,258803725
200068757,939684783
200068765,200059368
200068765,200079853
200068765,200091718
200068765,250401023
200068765,250501152
200068765,250501210
200068765,250501236
200068765,258402304
200068773,200028629
200068773,200048726
200068773,200071280
200068773,200096907
200068773,250802295
200068773,257103218
200068773,258801901
200068781,200008027
200068781,200024818
200068781,200025427
200068781,200090272
200068781,200090488
200068781,200090603
200068781,250702156
200068781,252600804
200068781,252601828
200068781,252601992
200068781,252602529
200068781,939343356
200068799,200099760
200068799,251405031
200068799,251405239
200068799,255002826
200068799,256102138
200068807,200023596
200068807,200048700
200068807,200062628
200068807,200069219
200068807,200073864
200068807,200079572
200068807,253101927
200068807,253103196
200068815,200023596
200068815,200048700
200068815,200049898
200068815,200062628
200068815,200074102
200068815,200076875
200068815,200076883
200068815,200078749
200068815,200082188
200068815,250901675
200068815,250901873
200068815,253100622
200068815,253102172
200068823,200023596
200068831,200050565
200068831,200052090
200068831,200058022
200068831,200068526
200068831,251200861
200068831,251201430
200068831,251201588
200068856,200052538
200068856,200089084
200068856,252702402
200068856,256102153
200068856,256102179
200068856,256102922
200068856,256103888
200068864,200024792
200068864,200024867
200068864,200051878
200068864,200089829
200068864,256701152
200068864,256701301
200068864,256702937
200068872,200022382
200068872,200079663
200068872,200079747
200068872,253600217
200068872,253602429
200068872,253609747
200068880,200022382
200068880,200077808
200068880,200079044
200068880,200079705
200068880,200080174
200068880,200081297
200068880,253600217
200068880,253600456
200068880,253601207
200068880,253609770
200068880,253609820
200068914,200079069
200068914,251600060
200068914,251601464
200068914,251601787
200068914,251602660
200068914,251602777
200068914,251602785
200068922,200020550
200068922,200044584
200068922,200053296
200068922,200053338
200068922,254702384
200068922,254702491
200068922,254702558
200068930,200044584
200068930,254600877
200068930,254702384
200068930,254702491
200068930,254702582
200068948,200020550
200068948,200030096
200068948,200044584
200068948,200053338
200068948,254702491
200068955,200050441
200068955,200052587
200068955,200077402
200068955,200080703
200068955,200080828
200068955,254900517
200068955,254901309
200068955,254902034
200068955,254902141
200068955,254902547
200068963,200017689
200068963,200051944
200068963,200078426
200068963,200080299
200068963,200091015
200068963,200099166
200068963,257201996
200068963,257202093
200068963,257202317
200068963,257202382
200068963,257202432
200068989,200016103
200068989,200020436
200068989,200035376
200068989,200046175
200068989,200067494
200068989,200076768
200068989,200093896
200068989,200095453
200068989,252201082
200068989,252201744
200068989,252201892
200068989,252202122
200068989,252202189
200068989,252202577
200068989,252203146
200068989,252203195
200068989,252203492
200068989,253500995
200068989,253514491
200068989,990147522
200068997,200008423
200068997,200023364
200068997,200035061
200068997,200081099
200068997,200081677
200068997,257300129
200068997,257302208
200068997,257302323
200068997,257302539
200068997,257400663
200069003,200062107
200069003,200093391
200069003,251002085
200069003,251002515
200069003,251002531
200069029,200023505
200069029,200048221
200069029,256202102
200069029,256203365
200069029,256203886
200069029,256204090
200069029,256204199
200069037,200016244
200069037,200017598
200069037,200023505
200069037,200039568
200069037,200060689
200069037,200069045
200069037,200086874
200069037,256202102
200069037,256203761
200069037,256203845
200069037,256203951
200069037,256204256
200069052,200065217
200069052,256802752
200069052,257103218
200069052,259000016
200069052,259000735
200069052,259000990
200069052,259001055
200069060,200065217
200069060,200075133
